	SEQ.1	SEQ.2	SEQ.3	SEQ.4	SEQ.5	SEQ.6	SEQ.7	SEQ.8	SEQ.9	SEQ.10	SEQ.11	SEQ.12	SEQ.13	SEQ.14	SEQ.15	SEQ.16	SEQ.17	SEQ.18	SEQ.19	SEQ.20	SEQ.21	SEQ.22	SEQ.23	SEQ.24	SEQ.25	SEQ.26	SEQ.27	SEQ.28	SEQ.29	SEQ.30	SEQ.31	SEQ.32	SEQ.33	SEQ.34	SEQ.35	SEQ.36	SEQ.37	SEQ.38	SEQ.39	SEQ.40	SEQ.41	SEQ.42	SEQ.43	SEQ.44	SEQ.45	SEQ.46	SEQ.47	SEQ.48	SEQ.49	SEQ.50	SEQ.51	SEQ.52	SEQ.53	SEQ.54	SEQ.55	SEQ.56	SEQ.57	SEQ.58	SEQ.59	SEQ.60	SEQ.61	SEQ.62	SEQ.63	SEQ.64	SEQ.65	SEQ.66	SEQ.67	SEQ.68	SEQ.69	SEQ.70
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium	84	0	0	0	4	11	0	0	22	34	0	0	3	0	31	61	0	0	6	4	1	0	14	31	68	8	36	8	1	1	0	8	0	0	0	0	79	0	0	26	0	0	9	0	0	0	0	0	8	0	0	0	6	0	9	78	4	23	4	4	0	0	24	0	3	0	52	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Other	3813	11905	2018	1746	4107	3037	1128	3697	3182	5625	6802	2564	3577	7242	1806	5637	4925	1951	5053	2662	4263	1077	5051	3765	5478	10109	5577	7060	5480	8420	770	3739	911	1363	134	240	7554	200	4379	12366	4134	133	9683	9894	89	15910	13054	9920	5647	4465	7627	6813	4880	2428	8835	6304	3752	5422	10517	2922	8095	13777	14243	1576	1889	4153	5859	1187	7055	1045
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	109	148	805	2	476	13	135	186	199	25	645	2	17	15	80	101	20	15	14	83	0	2	10	13	410	62	16	17	40	19	1	1	0	3	0	0	0	0	77	34	229	0	147	10	1	309	69	64	12	22	123	54	752	17	67	32	32	65	135	32	142	9	71	12	2	0	712	17	0	4
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A	157	12	663	1484	947	0	605	1781	1251	1615	1425	0	1710	6	114	3317	1837	1582	1201	1634	5	286	887	1	2427	32	1378	2146	1859	331	0	665	0	1061	0	0	0	1	14269	2572	8	0	7	0	0	853	18	0	4430	8363	6	19	3891	0	3198	2706	632	5598	6315	6311	1329	3	36	983	2285	0	11	4518	0	900
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	37388	101905	13241	12894	24819	30019	6772	29232	34347	73458	75112	7559	22758	41111	21598	27457	660	5566	15563	9860	31931	2502	65812	38316	55888	151726	1982	98670	6483	89891	9875	2288	2315	5323	4635	276	10625	819	34877	68163	29622	58	71740	47916	105	16660	146854	335101	56743	16211	33707	21821	4124	12648	66794	12345	10737	13511	63160	4510	45875	149863	177144	1291	9545	665	12008	22953	109385	1282
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella	920	43211	2932	3931	2104	1463	2761	1997	2754	1093	698	775	4332	1454	507	12065	1760	1828	2329	3628	13204	3031	554	2748	7427	10408	4709	7082	14522	1514	0	52	1277	492	0	0	214	834	2671	3153	121	0	1429	1242	0	20737	3734	668	7185	4281	299	7719	6885	84	3774	2061	4350	5991	2931	126	3138	294	5340	933	1640	28	1778	4812	78	1499
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	25	3	10	0	2	8	0	0	0	1	71	0	7	21	3	5	0	0	4	3	0	0	63	7	10	26	7	6	46	7	0	71	0	0	0	0	0	0	45	44	0	0	0	0	0	16	18	73	9	4	0	53	23	12	17	57	9	11	65	0	128	0	27	7	0	2	4	0	16	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Stomatobaculum	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11	0	10	0	0	0	0	0	0	4	3	6	0	3	0	0	10	0	0	0	0	2	0	3	0	7	22	15	1	2	9	0	0	0	0	0	0	3	0	0	32	0	0	7	0	0	13	76	91	8	4	11	11	12	13	7	14	4	11	16	6	21	0	24	3	0	0	13	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502	1811	0	707	1087	2263	29	1009	4059	924	2407	1015	458	1819	4820	140	274	190	2505	2702	2389	50	1816	340	3604	372	35	1131	1394	2766	40	0	259	1	470	0	0	0	0	21	64	0	0	18	1	0	313	1186	19	6640	2622	4458	543	1634	0	17657	148	427	1899	769	8	16	9	7019	1926	1517	7	674	277	0	1033
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__VUNI01	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	11	0	0	0	0	6	0	0	0	0	8	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Other;g__Other	5	5	3	2	7	3	1	3	3	5	13	0	5	3	3	1	8	2	4	3	2	5	5	6	4	12	1	5	3	2	1	3	0	0	0	0	24	1	5	5	1	0	5	15	0	4	10	25	8	5	3	2	7	15	8	2	2	4	5	5	5	15	8	0	1	5	7	2	3	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus	0	0	0	0	0	0	0	13	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	7	0	0	0	0	0	4	0	0	0	0	11	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Other	1	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	22	0	22	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	20	26	31	13	38	3	0	24	28	13	148	0	53	0	11	10	62	17	174	101	18	1	17	10	16	34	47	25	43	13	0	994	0	0	0	0	0	0	0	18	0	0	6	38	0	295	20	0	26	239	40	74	65	0	96	25	20	115	340	1	32	17	34	26	3	2	10	11	0	110
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	440	0	373	215	225	691	140	255	10	0	183	0	560	0	43	39	45	1411	129	587	845	468	418	1170	1049	0	759	569	1103	234	0	2	37	149	0	0	0	0	4	10	0	0	0	26	0	0	3	0	703	861	0	1	596	0	279	43	215	146	139	13	700	0	1443	142	528	205	2	740	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Other	4	0	3	1	16	3	0	1	4	0	2	0	1	0	0	0	2	3	1	5	3	0	1	9	2	0	2	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	1	1	0	0	2	0	3	0	3	0	4	0	5	2	0	10	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__An92	17	0	0	0	0	0	0	0	95	11	8	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	9	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110	1302	43	1838	227	447	715	99	276	481	114	289	0	182	48	13	45	87	1173	101	179	113	628	156	667	1018	92	4247	84	4593	36	420	95	70	132	0	0	0	0	34	1	0	0	0	0	0	26	23	0	1002	159	1557	45	21155	0	95	685	153	1512	115	0	182	0	182	419	168	0	1342	1346	71	200
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	6	299	0	0	0	0	0	0	1	0	0	0	0	1956	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	9	0	1	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	42	0	37	4	202	0	2	24	30	2659	109	0	97	0	13	6	24	23	33	426	13	25	7	12	10	100	7	6	43	3	0	34398	128	7	0	0	0	0	1	0	0	0	3	1	0	746	0	238	23	47	27	105	232	0	3	9	4	110	72	0	14	2	15	63	8	11	22	10	0	18
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	10	0	0	0	0	5	8	0	0	0	0	38	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	0	0	1	0	1	0	0	0	0	0	92	0	14	0	0	0	0	4	6	45	0	0	5	0	0	3	1	0	5	0	0	363	0	0	0	0	0	0	0	3	0	0	0	0	0	0	31	0	21	26	2	0	13	0	4	0	0	0	139	0	0	0	12	8	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Marseille-P3106	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NSJ-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Other	10	0	16	1	4	0	10	2	6	27	12	0	16	4	11	1	2	6	11	66	4	11	3	3	6	1	8	2	11	0	0	1969	3	2	0	0	0	0	0	0	0	0	0	0	0	11	1	14	5	17	13	5	40	0	3	1	1	4	7	1	2	5	1	8	5	7	3	7	0	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	21	0	0	14	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Other;g__Other	109	1	67	30	93	7	42	95	37	13	118	9	344	69	41	79	11	238	131	116	66	88	19	9	20	13	49	50	77	9	0	1552	12	12	0	0	0	4	5	12	0	0	0	91	0	50	21	2	77	105	54	23	129	1	47	25	35	19	47	10	33	3	36	64	23	5	32	53	4	6
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus	2	0	4	0	7	0	0	10	18	11	0	0	31	0	0	4	9	12	23	12	5	17	0	9	3	3	9	6	0	1	0	15	0	0	0	0	0	0	5	0	0	0	0	0	0	83	14	0	3	13	0	16	3	0	13	5	3	2	21	0	0	43	23	6	3	0	4	0	9	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	7	0	2	0	8	0	0	4	6	0	9	0	8	0	0	0	0	10	5	0	10	0	0	0	0	0	4	0	4	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	2	0	0	0	1	1	4	2	0	0	0	0	2	0	0	5	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Bittarella	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	18	0	0	103	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	41874	138	27429	14579	42261	17	20861	30015	13924	78	1263	31	158186	99	28019	1767	101	215588	71470	45651	51569	81387	2434	3694	10385	142	13329	6578	31858	1275	2	181	11	4067	41	0	5	18	73	262	21	0	156	147	0	201	180	37	44091	21637	14350	2186	43115	530	137	9016	8167	5128	791	1387	388	71	3126	35118	2331	32	12552	16079	29	100
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	6335	2	3209	751	838	15	14	5579	31	19	5794	0	2018	37	69	199	18	5931	194	1223	3861	1341	412	79	355	13	136	102	1957	304	0	0	0	190	21	0	0	1	648	30	0	0	16	133	0	4	1	4	800	1151	28	5	866	0	14	187	243	159	141	738	2540	0	81	55	2014	2	26	919	0	22
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	0	0	0	0	0	0	0	7	0	0	66	0	21	0	9	0	25	19	0	0	0	0	0	0	0	0	4	0	26	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	15	0	0	7	0	0	5	0	0	0	12	0	52	0	79	0	0	0	0	0	6	0	0	8
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia	0	0	0	0	0	0	0	0	0	0	3	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium	0	0	5	4	0	0	0	0	4	4	2	0	5	0	8	16	7	0	0	10	0	0	2	0	5	13	0	12	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	58	0	10	8	0	0	5	0	9	0	9	41	65	11	6	0	8	0	0	0	13	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus	53	0	3807	0	0	0	0	0	261	137	136	0	9	0	260	0	0	56	6812	2364	75	70	0	0	0	0	1064	0	2438	0	0	6	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10983	0	4940	13722	0	0	0	0	3538	3846	0	0	0	0	15329	40	0	19	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Other	86	1	60	28	59	0	16	87	30	5	36	8	295	2	57	3	3	304	74	83	88	101	13	5	25	8	33	20	85	3	0	56	13	7	3	0	0	0	3	4	0	0	4	0	0	1	51	1	79	70	20	11	87	0	13	13	42	17	14	6	95	0	25	95	18	10	41	42	0	4
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1073	0	0	24	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	14	0	33	0	0	0	4	152	0	14	0	0	0	0	0	0	14	0	0	1318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	0	0	0	0	0	0	0	0	68	0	0	0	0	14	0	0	0	0	0	37
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS966	2696	2	2529	1321	2998	83	3314	3843	3937	1246	170	0	463	28	47	134	23	5338	1415	1031	605	1509	171	752	2024	966	1222	1109	3176	231	242	0	0	531	0	0	0	33	57	307	0	0	0	59	0	0	43	0	1528	4283	177	1667	1596	0	966	266	222	2053	29	139	5	0	8	833	819	0	2078	529	0	153
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Other;f__Other;g__Other	3158	6391	1812	1392	3120	1419	943	3124	2195	2712	4559	1608	5212	4077	1774	4190	2954	5161	4430	2828	4252	2149	3237	2783	3818	5021	4554	4735	4878	5120	575	3377	443	1019	95	25	2920	421	2789	5328	2904	97	4702	6812	326	8347	7033	5928	4388	3920	5580	5352	3937	1296	3943	4554	3825	3705	6237	1973	4591	7333	7112	1923	1225	3190	3617	1145	3101	649
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alterileibacterium	0	0	3	0	0	1	0	6	0	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	7	0	0	44	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	6	1	1	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_M	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	252	82	0	0	0	0	3902	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Other	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	8	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	27	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Other;g__Other	35	111	14	26	46	68	18	84	33	12	103	81	88	189	86	217	427	60	39	63	162	21	147	84	130	64	299	347	89	142	7	16	2	22	4	6	230	2	116	92	10	14	333	398	125	10	54	25	33	94	42	187	46	16	22	97	186	200	117	0	23	1	14	54	13	884	100	118	1	39
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Asaccharospora	0	14	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	11	42	14	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides	0	43	0	0	0	0	0	20	0	0	23	0	0	0	16	18	118	0	0	10	30	0	14	0	28	14	55	0	19	0	0	4701	83	0	0	0	118	0	0	19	0	0	90	128	64	512	17	152	10	12	10	23	17	0	9	20	37	25	0	5	0	0	21	0	4	463	0	0	7	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides_A	0	13	0	4	2	0	0	10	0	0	14	0	8	0	0	9	32	0	0	0	13	0	7	0	7	0	15	19	5	9	0	0	0	0	0	0	34	0	5	8	0	0	27	41	20	0	0	2	0	0	3	10	0	0	0	9	13	12	6	0	0	0	2	3	0	182	7	8	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495	78	1857	0	13	10	0	0	15	0	0	45	264	691	31	296	20	2831	0	0	0	1217	0	55	0	22	0	84	16	0	47	0	0	0	0	0	0	1801	0	92	0	0	14	2544	4116	654	0	0	168	0	0	120	0	0	52	0	15	0	23	147	0	41	10	284	12	0	999	16	0	0	121
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter	2	30	3	1	3	2	0	6	2	1	26	3	7	13	4	7	38	8	0	3	49	3	7	1	9	1	12	9	25	6	0	0	0	2	1	0	199	7	3	3	0	0	62	77	98	0	3	11	0	4	5	3	2	1	1	10	15	18	3	0	1	0	2	4	0	869	3	17	0	2
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Other	180	1303	59	103	335	295	100	379	181	34	691	781	665	1452	409	798	2535	306	197	194	1218	123	748	615	627	188	1315	1299	496	604	68	102	2	105	43	23	3499	49	654	391	118	147	2751	3808	1847	15	266	428	118	409	293	823	219	159	68	536	848	912	602	1	148	9	160	265	73	13744	534	484	17	249
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium	5	53	0	2	14	23	2	22	4	0	138	12448	31	440	367	17	845	8	0	5	404	4	126	145	8	11	123	122	7	7	90	995	3	3	1	196	278	1	1376	7	198	1426	668	233	609	0	11	27	3	147	419	17	5	9	0	3	11	735	44	1	312	0	308	5	2	869	22	6	0	893
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter	17067	21097	4217	9815	25925	21065	7667	17266	17611	3787	24245	172	36943	212421	21095	87259	224764	8423	22463	17570	57250	3631	71765	26614	67156	19650	163503	166241	42839	70655	53	180	59	11605	778	0	247	47	47584	46324	280	15	86382	87215	7	628	41498	503	21658	23322	29725	100128	27260	241	10704	86508	107096	100769	38002	591	14013	652	1001	37783	697	206	69792	2245	778	21356
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus	0	19	0	0	0	0	0	0	0	10	4	1	0	0	0	12	39	0	0	0	9	0	24	0	14	1	26	1	0	14	0	0	0	1	0	0	29	0	12	16	4187	16	38	20	21	0	0	21	0	0	0	24	0	0	0	22	42	33	10	0	0	1	0	0	0	18	9	0	45	0
